mappingId,mappingVersion,jsonPath,xmlXPath,rdfSubjectType,rdfProperty,rdfConstruct,rdfMappingStatus,rdfMappingReason,datatype,cardinality,obligation,controlledVocabulary,unitRule,source,semanticMeaning,notes
dpp.lifecycleEvents[].outputRefs[],1.0.0,lifecycleEvents[].outputRefs[],/s4c:DigitalProductPassport/s4c:LifecycleEvents/s4c:LifecycleEvent/s4c:OutputRefs/s4c:OutputRef,s4c:LifecycleEvent,s4c:producesOutput,,direct,,xsd:anyURI,0..n,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined output refs item field at lifecycleEvents[].outputRefs[].,
dpp.lifecycleEvents[].correctsEventId,1.0.0,lifecycleEvents[].correctsEventId,/s4c:DigitalProductPassport/s4c:LifecycleEvents/s4c:LifecycleEvent/s4c:CorrectsEventId,s4c:LifecycleEvent,s4c:correctsEvent,,direct,,xsd:anyURI,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined corrects event id field at lifecycleEvents[].correctsEventId.,
dpp.lifecycleEvents[].evidenceRef,1.0.0,lifecycleEvents[].evidenceRef,/s4c:DigitalProductPassport/s4c:LifecycleEvents/s4c:LifecycleEvent/s4c:EvidenceRef,s4c:LifecycleEvent,s4c:hasEvidenceReference,,direct,,xsd:anyURI,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined evidence ref field at lifecycleEvents[].evidenceRef.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[],1.0.0,sortingDecisions[],/s4c:DigitalProductPassport/s4c:SortingDecisions/s4c:SortingDecision,s4c:SortingDecision,s4c:hasSortingDecision,,direct,,object,0..n,optional,,,spec/schemas/dpp-1.0.0.schema.json,Append-only routing decisions,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].decisionId,1.0.0,sortingDecisions[].decisionId,/s4c:DigitalProductPassport/s4c:SortingDecisions/s4c:SortingDecision/s4c:DecisionId,s4c:SortingDecision,,rdf:subject,subjectIdentifier,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined decision id field at sortingDecisions[].decisionId.,The JSON identifier becomes the RDF resource IRI; the complete value also remains in the reversible rdf:JSON snapshot.
dpp.sortingDecisions[].basedOnObservations[],1.0.0,sortingDecisions[].basedOnObservations[],/s4c:DigitalProductPassport/s4c:SortingDecisions/s4c:SortingDecision/s4c:BasedOnObservations/s4c:ObservationRef,s4c:SortingDecision,s4c:basedOnObservation,,direct,,xsd:anyURI,1..n,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined based on observations item field at sortingDecisions[].basedOnObservations[].,
dpp.sortingDecisions[].basedOnRecordVersion,1.0.0,sortingDecisions[].basedOnRecordVersion,/s4c:DigitalProductPassport/s4c:SortingDecisions/s4c:SortingDecision/s4c:BasedOnRecordVersion,s4c:SortingDecision,s4c:basedOnRecordVersion,,direct,,xsd:integer,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined based on record version field at sortingDecisions[].basedOnRecordVersion.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].ruleSetId,1.0.0,sortingDecisions[].ruleSetId,/s4c:DigitalProductPassport/s4c:SortingDecisions/s4c:SortingDecision/s4c:RuleSetId,s4c:SortingDecision,s4c:appliedRuleSet,,direct,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined rule set id field at sortingDecisions[].ruleSetId.,
dpp.sortingDecisions[].ruleSetVersion,1.0.0,sortingDecisions[].ruleSetVersion,/s4c:DigitalProductPassport/s4c:SortingDecisions/s4c:SortingDecision/s4c:RuleSetVersion,s4c:SortingDecision,s4c:ruleSetVersion,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined rule set version field at sortingDecisions[].ruleSetVersion.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].sortingCategory,1.0.0,sortingDecisions[].sortingCategory,/s4c:DigitalProductPassport/s4c:SortingDecisions/s4c:SortingDecision/s4c:SortingCategory,s4c:SortingDecision,s4c:resultsInCategory,,direct,,xsd:string,1,conditional,sorting-category,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined sorting category field at sortingDecisions[].sortingCategory.,
dpp.sortingDecisions[].route,1.0.0,sortingDecisions[].route,/s4c:DigitalProductPassport/s4c:SortingDecisions/s4c:SortingDecision/s4c:Route,s4c:SortingDecision,s4c:route,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined route field at sortingDecisions[].route.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].decidedAt,1.0.0,sortingDecisions[].decidedAt,/s4c:DigitalProductPassport/s4c:SortingDecisions/s4c:SortingDecision/s4c:DecidedAt,s4c:SortingDecision,s4c:decidedAt,,direct,,xsd:dateTime,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined decided at field at sortingDecisions[].decidedAt.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].decidedBy,1.0.0,sortingDecisions[].decidedBy,/s4c:DigitalProductPassport/s4c:SortingDecisions/s4c:SortingDecision/s4c:DecidedBy,s4c:SortingDecision,s4c:decidedBy,,direct,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined decided by field at sortingDecisions[].decidedBy.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].outcomeStatus,1.0.0,sortingDecisions[].outcomeStatus,/s4c:DigitalProductPassport/s4c:SortingDecisions/s4c:SortingDecision/s4c:OutcomeStatus,s4c:SortingDecision,s4c:outcomeStatus,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined outcome status field at sortingDecisions[].outcomeStatus.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].overrideReason,1.0.0,sortingDecisions[].overrideReason,/s4c:DigitalProductPassport/s4c:SortingDecisions/s4c:SortingDecision/s4c:OverrideReason,s4c:SortingDecision,s4c:overrideReason,,direct,,xsd:string,0..1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined override reason field at sortingDecisions[].overrideReason.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[],1.0.0,environmentalValues[],/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue,s4c:TextileEntity,s4c:hasObservation,,direct,,object,0..n,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined environmental values item field at environmentalValues[].,
dpp.environmentalValues[].metricType,1.0.0,environmentalValues[].metricType,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:MetricType,s4c:EnvironmentalValue,s4c:metricType,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined metric type field at environmentalValues[].metricType.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].quantity,1.0.0,environmentalValues[].quantity,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:Quantity,s4c:EnvironmentalValue,,rdf:value/rdf:JSON,notApplicable,structural-container: value and unit child fields carry the quantity semantics,object,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined quantity field at environmentalValues[].quantity.,Preserved only in the canonical rdf:JSON transport snapshot; not counted as semantic RDF coverage.
dpp.environmentalValues[].quantity.value,1.0.0,environmentalValues[].quantity.value,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:Quantity/s4c:Value,s4c:EnvironmentalValue,s4c:quantityValue,,direct,,xsd:decimal,1,conditional,,Sibling quantity.unit is required by the quantity definition.,spec/schemas/dpp-1.0.0.schema.json,Schema-defined value field at environmentalValues[].quantity.value.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].quantity.unit,1.0.0,environmentalValues[].quantity.unit,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:Quantity/s4c:Unit,s4c:EnvironmentalValue,s4c:quantityUnit,,direct,,xsd:string,1,conditional,,Required with environmental quantity.value; unit token is not inferred.,spec/schemas/dpp-1.0.0.schema.json,Schema-defined unit field at environmentalValues[].quantity.unit.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].functionalUnit,1.0.0,environmentalValues[].functionalUnit,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:FunctionalUnit,s4c:EnvironmentalValue,s4c:functionalUnit,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined functional unit field at environmentalValues[].functionalUnit.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].systemBoundary,1.0.0,environmentalValues[].systemBoundary,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:SystemBoundary,s4c:EnvironmentalValue,s4c:systemBoundary,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined system boundary field at environmentalValues[].systemBoundary.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].processStage,1.0.0,environmentalValues[].processStage,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:ProcessStage,s4c:EnvironmentalValue,s4c:processStage,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined process stage field at environmentalValues[].processStage.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].geography,1.0.0,environmentalValues[].geography,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:Geography,s4c:EnvironmentalValue,s4c:geography,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined geography field at environmentalValues[].geography.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].periodStart,1.0.0,environmentalValues[].periodStart,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:PeriodStart,s4c:EnvironmentalValue,s4c:periodStart,,direct,,xsd:date,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined period start field at environmentalValues[].periodStart.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].periodEnd,1.0.0,environmentalValues[].periodEnd,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:PeriodEnd,s4c:EnvironmentalValue,s4c:periodEnd,,direct,,xsd:date,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined period end field at environmentalValues[].periodEnd.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].method,1.0.0,environmentalValues[].method,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:Method,s4c:EnvironmentalValue,s4c:usedMethod,,direct,,xsd:string,1,conditional,method,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined method field at environmentalValues[].method.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].allocationRule,1.0.0,environmentalValues[].allocationRule,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:AllocationRule,s4c:EnvironmentalValue,s4c:allocationRule,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined allocation rule field at environmentalValues[].allocationRule.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].factorSource,1.0.0,environmentalValues[].factorSource,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:FactorSource,s4c:EnvironmentalValue,s4c:factorSource,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined factor source field at environmentalValues[].factorSource.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].factorVersion,1.0.0,environmentalValues[].factorVersion,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:FactorVersion,s4c:EnvironmentalValue,s4c:factorVersion,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined factor version field at environmentalValues[].factorVersion.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].dataQuality,1.0.0,environmentalValues[].dataQuality,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:DataQuality,s4c:EnvironmentalValue,s4c:dataQuality,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined data quality field at environmentalValues[].dataQuality.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].responsibleOrganisationId,1.0.0,environmentalValues[].responsibleOrganisationId,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:ResponsibleOrganisationId,s4c:EnvironmentalValue,s4c:observedBy,,direct,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined responsible organisation id field at environmentalValues[].responsibleOrganisationId.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].evidenceRef,1.0.0,environmentalValues[].evidenceRef,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:EvidenceRef,s4c:EnvironmentalValue,s4c:hasEvidenceReference,,direct,,xsd:anyURI,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined evidence ref field at environmentalValues[].evidenceRef.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].custodyModel,1.0.0,environmentalValues[].custodyModel,/s4c:DigitalProductPassport/s4c:EnvironmentalValues/s4c:EnvironmentalValue/s4c:CustodyModel,s4c:EnvironmentalValue,s4c:custodyModel,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined custody model field at environmentalValues[].custodyModel.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[],1.0.0,integrity[],/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry,s4c:DigitalProductPassport,s4c:hasIntegrityEvidence,,direct,,object,0..n,optional,,,spec/schemas/dpp-1.0.0.schema.json,Digest and anchoring evidence,
dpp.integrity[].evidenceId,1.0.0,integrity[].evidenceId,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:EvidenceId,s4c:IntegrityEvidence,,rdf:subject,subjectIdentifier,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined evidence id field at integrity[].evidenceId.,The JSON identifier becomes the RDF resource IRI; the complete value also remains in the reversible rdf:JSON snapshot.
dpp.integrity[].subjectRef,1.0.0,integrity[].subjectRef,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:SubjectRef,s4c:IntegrityEvidence,s4c:evidenceSubject,,direct,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined subject ref field at integrity[].subjectRef.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].subjectVersion,1.0.0,integrity[].subjectVersion,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:SubjectVersion,s4c:IntegrityEvidence,s4c:subjectVersion,,direct,,xsd:integer,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined subject version field at integrity[].subjectVersion.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].canonicalisation,1.0.0,integrity[].canonicalisation,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:Canonicalisation,s4c:IntegrityEvidence,s4c:canonicalisationProfile,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined canonicalisation field at integrity[].canonicalisation.,
dpp.integrity[].digestAlgorithm,1.0.0,integrity[].digestAlgorithm,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:DigestAlgorithm,s4c:IntegrityEvidence,s4c:digestAlgorithm,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined digest algorithm field at integrity[].digestAlgorithm.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].digestValue,1.0.0,integrity[].digestValue,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:DigestValue,s4c:IntegrityEvidence,s4c:digestValue,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined digest value field at integrity[].digestValue.,
dpp.integrity[].evidenceState,1.0.0,integrity[].evidenceState,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:EvidenceState,s4c:IntegrityEvidence,s4c:evidenceState,,direct,,xsd:string,1,conditional,evidence-state,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined evidence state field at integrity[].evidenceState.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].createdAt,1.0.0,integrity[].createdAt,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:CreatedAt,s4c:IntegrityEvidence,s4c:evidenceCreatedAt,,direct,,xsd:dateTime,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined created at field at integrity[].createdAt.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].ledgerNetworkId,1.0.0,integrity[].ledgerNetworkId,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:LedgerNetworkId,s4c:IntegrityEvidence,s4c:ledgerNetworkIdentifier,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined ledger network id field at integrity[].ledgerNetworkId.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].transactionRef,1.0.0,integrity[].transactionRef,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:TransactionRef,s4c:IntegrityEvidence,s4c:transactionReference,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined transaction ref field at integrity[].transactionRef.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].confirmedAt,1.0.0,integrity[].confirmedAt,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:ConfirmedAt,s4c:IntegrityEvidence,s4c:confirmedAt,,direct,,xsd:dateTime,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined confirmed at field at integrity[].confirmedAt.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].attempts,1.0.0,integrity[].attempts,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:Attempts,s4c:IntegrityEvidence,s4c:anchoringAttempts,,direct,,xsd:integer,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined attempts field at integrity[].attempts.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].lastReasonCode,1.0.0,integrity[].lastReasonCode,/s4c:DigitalProductPassport/s4c:Integrity/s4c:IntegrityEntry/s4c:LastReasonCode,s4c:IntegrityEvidence,s4c:lastReasonCode,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-1.0.0.schema.json,Schema-defined last reason code field at integrity[].lastReasonCode.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
