mappingId,mappingVersion,jsonPath,xmlXPath,rdfSubjectType,rdfProperty,rdfConstruct,rdfMappingStatus,rdfMappingReason,datatype,cardinality,obligation,controlledVocabulary,unitRule,source,semanticMeaning,notes
dpp.sortingDecisions[],2.0.0,sortingDecisions[],/dpp:dpp/dpp:sortingDecisions/dpp:sortingDecision,s4c:SortingDecision,s4c:hasSortingDecision,,direct,,object,0..n,optional,,,spec/schemas/dpp-2.0.0.schema.json,Append-only routing decisions,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].decisionId,2.0.0,sortingDecisions[].decisionId,/dpp:dpp/dpp:sortingDecisions/dpp:sortingDecision/dpp:decisionId,s4c:SortingDecision,,rdf:subject,subjectIdentifier,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined decision id field at sortingDecisions[].decisionId.,The JSON identifier becomes the RDF resource IRI; the complete value also remains in the reversible rdf:JSON snapshot.
dpp.sortingDecisions[].basedOnObservations[],2.0.0,sortingDecisions[].basedOnObservations[],/dpp:dpp/dpp:sortingDecisions/dpp:sortingDecision/dpp:basedOnObservations/dpp:observationRef,s4c:SortingDecision,s4c:basedOnObservation,,direct,,xsd:anyURI,1..n,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined based on observations item field at sortingDecisions[].basedOnObservations[].,
dpp.sortingDecisions[].basedOnRecordVersion,2.0.0,sortingDecisions[].basedOnRecordVersion,/dpp:dpp/dpp:sortingDecisions/dpp:sortingDecision/dpp:basedOnRecordVersion,s4c:SortingDecision,s4c:basedOnRecordVersion,,direct,,xsd:integer,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined based on record version field at sortingDecisions[].basedOnRecordVersion.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].ruleSetId,2.0.0,sortingDecisions[].ruleSetId,/dpp:dpp/dpp:sortingDecisions/dpp:sortingDecision/dpp:ruleSetId,s4c:SortingDecision,s4c:appliedRuleSet,,direct,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined rule set id field at sortingDecisions[].ruleSetId.,
dpp.sortingDecisions[].ruleSetVersion,2.0.0,sortingDecisions[].ruleSetVersion,/dpp:dpp/dpp:sortingDecisions/dpp:sortingDecision/dpp:ruleSetVersion,s4c:SortingDecision,s4c:ruleSetVersion,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined rule set version field at sortingDecisions[].ruleSetVersion.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].sortingCategory,2.0.0,sortingDecisions[].sortingCategory,/dpp:dpp/dpp:sortingDecisions/dpp:sortingDecision/dpp:sortingCategory,s4c:SortingDecision,s4c:resultsInCategory,,direct,,xsd:string,1,conditional,sorting-category,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined sorting category field at sortingDecisions[].sortingCategory.,
dpp.sortingDecisions[].route,2.0.0,sortingDecisions[].route,/dpp:dpp/dpp:sortingDecisions/dpp:sortingDecision/dpp:route,s4c:SortingDecision,s4c:route,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined route field at sortingDecisions[].route.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].decidedAt,2.0.0,sortingDecisions[].decidedAt,/dpp:dpp/dpp:sortingDecisions/dpp:sortingDecision/dpp:decidedAt,s4c:SortingDecision,s4c:decidedAt,,direct,,xsd:dateTime,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined decided at field at sortingDecisions[].decidedAt.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].decidedBy,2.0.0,sortingDecisions[].decidedBy,/dpp:dpp/dpp:sortingDecisions/dpp:sortingDecision/dpp:decidedBy,s4c:SortingDecision,s4c:decidedBy,,direct,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined decided by field at sortingDecisions[].decidedBy.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].outcomeStatus,2.0.0,sortingDecisions[].outcomeStatus,/dpp:dpp/dpp:sortingDecisions/dpp:sortingDecision/dpp:outcomeStatus,s4c:SortingDecision,s4c:outcomeStatus,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined outcome status field at sortingDecisions[].outcomeStatus.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.sortingDecisions[].overrideReason,2.0.0,sortingDecisions[].overrideReason,/dpp:dpp/dpp:sortingDecisions/dpp:sortingDecision/dpp:overrideReason,s4c:SortingDecision,s4c:overrideReason,,direct,,xsd:string,0..1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined override reason field at sortingDecisions[].overrideReason.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[],2.0.0,environmentalValues[],/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue,s4c:TextileEntity,s4c:hasObservation,,direct,,object,0..n,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined environmental values item field at environmentalValues[].,
dpp.environmentalValues[].metricType,2.0.0,environmentalValues[].metricType,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:metricType,s4c:EnvironmentalValue,s4c:metricType,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined metric type field at environmentalValues[].metricType.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].quantity,2.0.0,environmentalValues[].quantity,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:quantity,s4c:EnvironmentalValue,,rdf:value/rdf:JSON,notApplicable,structural-container: value and unit child fields carry the quantity semantics,object,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined quantity field at environmentalValues[].quantity.,Preserved only in the canonical rdf:JSON transport snapshot; not counted as semantic RDF coverage.
dpp.environmentalValues[].quantity.value,2.0.0,environmentalValues[].quantity.value,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:quantity/dpp:value,s4c:EnvironmentalValue,s4c:quantityValue,,direct,,xsd:decimal,1,conditional,,Sibling quantity.unit is required by the quantity definition.,spec/schemas/dpp-2.0.0.schema.json,Schema-defined value field at environmentalValues[].quantity.value.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].quantity.unit,2.0.0,environmentalValues[].quantity.unit,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:quantity/dpp:unit,s4c:EnvironmentalValue,s4c:quantityUnit,,direct,,xsd:string,1,conditional,,Required with environmental quantity.value; unit token is not inferred.,spec/schemas/dpp-2.0.0.schema.json,Schema-defined unit field at environmentalValues[].quantity.unit.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].functionalUnit,2.0.0,environmentalValues[].functionalUnit,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:functionalUnit,s4c:EnvironmentalValue,s4c:functionalUnit,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined functional unit field at environmentalValues[].functionalUnit.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].systemBoundary,2.0.0,environmentalValues[].systemBoundary,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:systemBoundary,s4c:EnvironmentalValue,s4c:systemBoundary,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined system boundary field at environmentalValues[].systemBoundary.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].processStage,2.0.0,environmentalValues[].processStage,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:processStage,s4c:EnvironmentalValue,s4c:processStage,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined process stage field at environmentalValues[].processStage.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].geography,2.0.0,environmentalValues[].geography,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:geography,s4c:EnvironmentalValue,s4c:geography,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined geography field at environmentalValues[].geography.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].periodStart,2.0.0,environmentalValues[].periodStart,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:periodStart,s4c:EnvironmentalValue,s4c:periodStart,,direct,,xsd:date,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined period start field at environmentalValues[].periodStart.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].periodEnd,2.0.0,environmentalValues[].periodEnd,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:periodEnd,s4c:EnvironmentalValue,s4c:periodEnd,,direct,,xsd:date,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined period end field at environmentalValues[].periodEnd.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].method,2.0.0,environmentalValues[].method,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:method,s4c:EnvironmentalValue,s4c:usedMethod,,direct,,xsd:string,1,conditional,method,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined method field at environmentalValues[].method.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].allocationRule,2.0.0,environmentalValues[].allocationRule,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:allocationRule,s4c:EnvironmentalValue,s4c:allocationRule,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined allocation rule field at environmentalValues[].allocationRule.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].factorSource,2.0.0,environmentalValues[].factorSource,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:factorSource,s4c:EnvironmentalValue,s4c:factorSource,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined factor source field at environmentalValues[].factorSource.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].factorVersion,2.0.0,environmentalValues[].factorVersion,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:factorVersion,s4c:EnvironmentalValue,s4c:factorVersion,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined factor version field at environmentalValues[].factorVersion.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].dataQuality,2.0.0,environmentalValues[].dataQuality,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:dataQuality,s4c:EnvironmentalValue,s4c:dataQuality,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined data quality field at environmentalValues[].dataQuality.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].responsibleOrganisationId,2.0.0,environmentalValues[].responsibleOrganisationId,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:responsibleOrganisationId,s4c:EnvironmentalValue,s4c:observedBy,,direct,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined responsible organisation id field at environmentalValues[].responsibleOrganisationId.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].evidenceRef,2.0.0,environmentalValues[].evidenceRef,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:evidenceRef,s4c:EnvironmentalValue,s4c:hasEvidenceReference,,direct,,xsd:anyURI,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined evidence ref field at environmentalValues[].evidenceRef.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.environmentalValues[].custodyModel,2.0.0,environmentalValues[].custodyModel,/dpp:dpp/dpp:environmentalValues/dpp:environmentalValue/dpp:custodyModel,s4c:EnvironmentalValue,s4c:custodyModel,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined custody model field at environmentalValues[].custodyModel.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[],2.0.0,integrity[],/dpp:dpp/dpp:integrity/dpp:integrityEntry,s4c:DigitalProductPassport,s4c:hasIntegrityEvidence,,direct,,object,0..n,optional,,,spec/schemas/dpp-2.0.0.schema.json,Digest and anchoring evidence,
dpp.integrity[].evidenceId,2.0.0,integrity[].evidenceId,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:evidenceId,s4c:IntegrityEvidence,,rdf:subject,subjectIdentifier,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined evidence id field at integrity[].evidenceId.,The JSON identifier becomes the RDF resource IRI; the complete value also remains in the reversible rdf:JSON snapshot.
dpp.integrity[].subjectRef,2.0.0,integrity[].subjectRef,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:subjectRef,s4c:IntegrityEvidence,s4c:evidenceSubject,,direct,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined subject ref field at integrity[].subjectRef.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].subjectVersion,2.0.0,integrity[].subjectVersion,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:subjectVersion,s4c:IntegrityEvidence,s4c:subjectVersion,,direct,,xsd:integer,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined subject version field at integrity[].subjectVersion.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].canonicalisation,2.0.0,integrity[].canonicalisation,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:canonicalisation,s4c:IntegrityEvidence,s4c:canonicalisationProfile,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined canonicalisation field at integrity[].canonicalisation.,
dpp.integrity[].digestAlgorithm,2.0.0,integrity[].digestAlgorithm,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:digestAlgorithm,s4c:IntegrityEvidence,s4c:digestAlgorithm,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined digest algorithm field at integrity[].digestAlgorithm.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].digestValue,2.0.0,integrity[].digestValue,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:digestValue,s4c:IntegrityEvidence,s4c:digestValue,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined digest value field at integrity[].digestValue.,
dpp.integrity[].evidenceState,2.0.0,integrity[].evidenceState,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:evidenceState,s4c:IntegrityEvidence,s4c:evidenceState,,direct,,xsd:string,1,conditional,evidence-state,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined evidence state field at integrity[].evidenceState.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].createdAt,2.0.0,integrity[].createdAt,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:createdAt,s4c:IntegrityEvidence,s4c:evidenceCreatedAt,,direct,,xsd:dateTime,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined created at field at integrity[].createdAt.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].ledgerNetworkId,2.0.0,integrity[].ledgerNetworkId,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:ledgerNetworkId,s4c:IntegrityEvidence,s4c:ledgerNetworkIdentifier,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined ledger network id field at integrity[].ledgerNetworkId.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].transactionRef,2.0.0,integrity[].transactionRef,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:transactionRef,s4c:IntegrityEvidence,s4c:transactionReference,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined transaction ref field at integrity[].transactionRef.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].confirmedAt,2.0.0,integrity[].confirmedAt,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:confirmedAt,s4c:IntegrityEvidence,s4c:confirmedAt,,direct,,xsd:dateTime,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined confirmed at field at integrity[].confirmedAt.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].attempts,2.0.0,integrity[].attempts,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:attempts,s4c:IntegrityEvidence,s4c:anchoringAttempts,,direct,,xsd:integer,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined attempts field at integrity[].attempts.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.integrity[].lastReasonCode,2.0.0,integrity[].lastReasonCode,/dpp:dpp/dpp:integrity/dpp:integrityEntry/dpp:lastReasonCode,s4c:IntegrityEvidence,s4c:lastReasonCode,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined last reason code field at integrity[].lastReasonCode.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
